rank,last_rank,trend,name,city,rating,rating_5yr
1348,1296,stable,St Herber t M,ississauga,6.3,6.3
1426,1031,stable,Notre -Dame - des- Champs O,ttawa,6.2,6.6
1348,1311,stable,St R aphael M,ississauga,6.3,6.3
1426,1031,improving,Ross Drive,Brampton,6.2,6.6
1348,1344,stable,Confederation Central S,arnia,6.3,6.2
1426,1111,improving,Crossland,Newmarket,6.2,6.5
1348,1354,stable,Armitage Village,Newmarket,6.3,6.2
1426,1111,stable,K leinburg K,leinburg,6.2,6.5
1426,1153,stable,St Paul's,Peterborough,6.2,6.4
1495,857,stable,Rosedale Heights,Thornhill,6.1,6.8
1426,1180,improving,South River South,River,6.2,6.4
1495,903,improving,Glenview,Burlington,6.1,6.8
1426,1212,stable,D over wood Por t D,over,6.2,6.4
1495,903,stable,St G erald,Toronto,6.1,6.8
1426,1212,stable,St Vic tor,Toronto,6.2,6.4
1495,933,improving,Hespeler,Cambridge,6.1,6.7
1426,1251,stable,Annette Street,Toronto,6.2,6.3
1495,933,stable,S acred Hear t,Paris,6.1,6.7
1426,1251,stable,Saint Gabriel the Archangel,Barrie,6.2,6.3
1495,957,stable,St Mar y-St Cecilia,Morrisburg,6.1,6.7
1426,1280,stable,St Matthias,Toronto,6.2,6.3
1495,962,stable,Jean-Paul II Val,Caron,6.1,6.7
1426,1280,stable,W.T. Townshend,Kitchener,6.2,6.3
1495,962,stable,Stonehaven,Newmarket,6.1,6.7
1426,1344,stable,G ood Shepherd Cour,tice,6.2,6.2
1495,977,stable,B ellmere S c,arborough,6.1,6.7
1426,1372,stable,Harrowsmith,Harrowsmith,6.2,6.2
1495,994,stable,McClure B,rampton,6.1,6.6
1426,1372,stable,St Margaret of Scotland,Mississauga,6.2,6.2
1495,1011,improving,Holy Cross Halton,Hills,6.1,6.6
1426,1372,stable,St. B asil B,rantford,6.2,6.2
1495,1025,improving,Nellie McClung,Vaughan,6.1,6.6
1426,1380,stable,Annunciation of Our Lord,Hamilton,6.2,6.2
1495,1031,stable,S aginaw,Cambridge,6.1,6.6
1426,1380,stable,Jean Steckle,Kitchener,6.2,6.2
1495,1054,stable,B ridlewood K,anata,6.1,6.6
1426,1439,stable,Alta Vista O,ttawa,6.2,6.1
1495,1054,stable,Fieldcrest B,radford,6.1,6.6
1426,1439,stable,St Kevin S c,arborough,6.2,6.1
1495,1054,improving,St. Teresa of Calcutta,Kingston,6.1,6.6
1426,1464,stable,Cookstown Central,Cookstown,6.2,6.1
1495,1129,improving,Oak Ridges Richmond,Hill,6.1,6.5
1426,1482,stable,All S aints M,ississauga,6.2,6.0
1495,1137,improving,Cadarackque,Ajax,6.1,6.5
1426,1482,stable,Foxboro,Foxboro,6.2,6.0
1495,1137,stable,John Sweeney,Kitchener,6.1,6.5
1426,1482,stable,Keppel-S arawak O wen S,ound,6.2,6.0
1495,1191,stable,G len D hu,Whitby,6.1,6.4
1426,1515,stable,Valley View Val,Caron,6.2,6.0
1495,1191,stable,S am Sherratt M,ilton,6.1,6.4
1426,1532,stable,Our Lady of Victor y,Milton,6.2,6.0
1495,1191,stable,St Peter's M,ilton,6.1,6.4
1426,1532,stable,R Tait McKenzie,Almonte,6.2,6.0
1495,1277,stable,Nor th Easthope,Stratford,6.1,6.3
1426,1567,declining,Saint-Philippe,Burlington,6.2,5.9
1495,1296,stable,Lydia Trull Cour,tice,6.1,6.3
1426,1635,stable,Westminster B,rockville,6.2,5.8
1495,1296,stable,St Conrad Nor th,York,6.1,6.3
1426,1683,declining,Wor tley Road,London,6.2,5.7
1495,1332,stable,Holy S pirit B,rampton,6.1,6.2
1426,1706,stable,H W B urgess,Wallaceburg,6.2,5.7
1495,1354,stable,Father Francis McSpiritt,Brampton,6.1,6.2
1426,1731,stable,Tottenham,Tottenham,6.2,5.6
1495,1354,stable,Montgomer y Village O,rangeville,6.1,6.2
1426,1740,stable,Harr y J Clarke,Belleville,6.2,5.6
1495,1403,stable,Mariposa,Oakwood,6.1,6.2
1426,1853,stable,Highc astle S c,arborough,6.2,5.4
1495,1439,stable,St G erard M,ississauga,6.1,6.1
1426,1861,declining,Lockes St.,Thomas,6.2,5.4
1495,1469,stable,Notre Dame O,rillia,6.1,6.1
1426,1910,declining,Holy Family,Hanover,6.2,5.3
1495,1469,stable,Park Avenue Holland,Landing,6.1,6.1
1426,1922,stable,Loughborough,Sydenham,6.2,5.3
1495,1482,stable,G lenwood,Windsor,6.1,6.0
1426,1925,stable,Mount Hope Mount,Hope,6.2,5.3
1495,1536,stable,Holland Landing Holland,Landing,6.1,6.0
1426,1965,stable,St Aidan B,rampton,6.2,5.2
1495,1597,stable,Stockdale,Frankford,6.1,5.9
1426,2017,stable,Princess Margaret O,rangeville,6.2,5.1
1495,1609,stable,J Douglas Hogar th,Fergus,6.1,5.8
1426,2075,declining,Elgin Street,Cambridge,6.2,5.0
1495,1650,stable,St Aloysius,Kitchener,6.1,5.8
1426,2147,stable,Muskok a B eechgrove G,ravenhurst,6.2,4.8
1495,1662,stable,Sir Isaac Brock,London,6.1,5.8
1426,2172,declining,St Angela,Toronto,6.2,4.8
1495,1686,stable,Ada B Massecar Water,ford,6.1,5.7
1426,2285,declining,St John Bosco,Brampton,6.2,4.6
1495,1686,stable,Winchester,Winchester,6.1,5.7
1426,2320,declining,Joyceville,Joyceville,6.2,4.4
1495,1722,stable,Kakabeka Falls District Kakabeka,Falls,6.1,5.7
1426,2385,declining,Oliver Stephens,Woodstock,6.2,4.3
1495,1755,stable,Shelter B ay M,ississauga,6.1,5.6
1426,n/a,n/a,Errol Village,Camlachie,6.2,n/a
1495,1796,stable,B erner Trail,Toronto,6.1,5.5
1426,n/a,n/a,Lady Evelyn Alternative,Ottawa,6.2,n/a
1495,1826,stable,S ainte -Marguerite -B ourgeoys,Woodstock,6.1,5.5
1426,n/a,n/a,Saint-Michel,Toronto,6.2,n/a
1495,1826,declining,St. André Bessette,Brampton,6.1,5.5
1426,n/a,n/a,Terre des Jeunes,Alexandria,6.2,n/a
1495,1829,stable,Christ the King,Brantford,6.1,5.5
1426,n/a,n/a,Victoria PS Niagara,Falls,6.2,n/a
1495,1847,stable,J A McWilliam,Windsor,6.1,5.4
1495,256,improving,Island Public/Natural Science,Toronto,6.1,7.9
1495,1862,stable,B ruce,Toronto,6.1,5.4
1495,468,improving,Georges Vanier,Kanata,6.1,7.5
1495,1871,stable,St John Bosco,Toronto,6.1,5.4
1495,502,stable,St Edith Stein,Mississauga,6.1,7.4
1495,1951,stable,St Mar y's West,Lorne,6.1,5.2
1495,532,improving,St Francis Sault Ste.,Marie,6.1,7.3
1495,1960,stable,D elhi D,elhi,6.1,5.2
1495,591,stable,William Armstrong,Markham,6.1,7.2
1495,2109,stable,Holy Trinit y S,arnia,6.1,4.9
1495,706,stable,Huntley Centennial,Carp,6.1,7.0
1495,2119,stable,Pope John XXIII,Nepean,6.1,4.9
1495,706,stable,St Elizabeth,Cambridge,6.1,7.0
1495,2437,stable,Nor thbrae,London,6.1,4.1
1495,791,stable,St D ominic M,ississauga,6.1,6.9
1495,2438,stable,Winston Churchill,Chatham,6.1,4.1
1495,824,stable,D es S entiers O,rléans,6.1,6.9
1495,2469,stable,St Ann's,Penetanguishene,6.1,4.0
1495,843,stable,Esc arpment View M,ilton,6.1,6.9
1495,n/a,n/a,Our Lady of the Annunciation Stoney,Point,6.1,n/a
1495,857,improving,Lumen Christi,Milton,6.1,6.8
1495,n/a,n/a,Por t Stanley Por t,Stanley,6.1,n/a
1495,n/a,n/a,Rattlesnake Point,Burlington,6.1,n/a
1567,1811,declining,Guardian Angels,Brampton,6.0,5.5
1495,n/a,n/a,Summerside,London,6.1,n/a
1567,1811,stable,Valley view,Kenora,6.0,5.5
1567,591,stable,Sir Samuel B Steele,Scarborough,6.0,7.2
1567,1865,stable,St Mar y's,Collingwood,6.0,5.4
1567,654,improving,St Jacobs St.,Jacobs,6.0,7.1
1567,1871,stable,St Teresa's,Peterborough,6.0,5.4
1567,657,improving,John English,Toronto,6.0,7.1
1567,1906,stable,Our Lady of Mount Carmel,Amherstview,6.0,5.3
1567,670,improving,Harr y Bowes,Stouffville,6.0,7.1
1567,2039,stable,S acred Hear t,Rockwood,6.0,5.1
1567,706,stable,Sir Adam Beck,Baden,6.0,7.0
1567,2054,stable,Huron Park M,idland,6.0,5.0
1567,727,improving,MacKenzie Community Deep,River,6.0,7.0
1567,2075,stable,B ur ford D istric t B ur,ford,6.0,5.0
1567,774,stable,D ufferin B,rantford,6.0,7.0
1567,2109,stable,East Williams Memorial Ailsa,Craig,6.0,4.9
1567,813,stable,B lessed Trinit y,Maple,6.0,6.9
1567,2252,declining,Johnson Street,Barrie,6.0,4.6
1567,903,improving,Goderich,Goderich,6.0,6.8
1567,2438,stable,Princess Elizabeth,Windsor,6.0,4.1
1567,921,stable,Fern Avenue,Toronto,6.0,6.7
1567,2580,stable,St James Thunder,Bay,6.0,3.5
1567,933,stable,St B ernard O,ttawa,6.0,6.7
1567,n/a,n/a,Flamborough Centre,Hamilton,6.0,n/a
1567,950,improving,Ancaster Meadow,Ancaster,6.0,6.7
1567,n/a,n/a,K P Manson Severn,Bridge,6.0,n/a
1567,1011,stable,Holy Name of Mar y,Almonte,6.0,6.6
1567,n/a,n/a,Viola Desmond,Ajax,6.0,n/a
1567,1025,stable,B er yl Ford B,rampton,6.0,6.6
1567,n/a,n/a,É Sép Saint-Joseph Sudbur,y,6.0,n/a
1567,1031,stable,St Jerome,Aurora,6.0,6.6
1640,571,stable,C M L Snider,Wellington,5.9,7.2
1567,1070,improving,St Patrick's,Woodstock,6.0,6.5
1640,571,stable,St. Rose of Lima,Nepean,5.9,7.2
1567,1091,improving,St John Bosco,Oshawa,6.0,6.5
1640,670,stable,St Anne,Windsor,5.9,7.1
1567,1111,stable,S aint-Pierre S udbur,y,6.0,6.5
1640,670,improving,Stoneybrook,London,5.9,7.1
1567,1137,stable,Stephen G Say well,Oshawa,6.0,6.5
1640,791,stable,Ryerson B,urlington,5.9,6.9
1567,1167,stable,Reine - des-B ois O,rléans,6.0,6.4
1640,804,stable,John D r yden,Whitby,5.9,6.9
1567,1191,stable,St Norber t,Toronto,6.0,6.4
1640,804,stable,Lake Wilcox R ichmond,Hill,5.9,6.9
1567,1226,stable,Pleasant Park O,ttawa,6.0,6.4
1640,903,stable,Nor thwood,Windsor,5.9,6.8
1567,1278,stable,Terraview-Willowfield S c,arborough,6.0,6.3
1640,933,stable,Vellore Woods,Woodbridge,5.9,6.7
1567,1296,stable,Aldergrove,Unionville,6.0,6.3
1640,1021,stable,Kilbride,Kilbride,5.9,6.6
1567,1311,stable,St Joseph M,ississauga,6.0,6.3
1640,1091,stable,St Angela Merici,Bradford,5.9,6.5
1567,1311,stable,St K ateri Tek akwitha,Oshawa,6.0,6.3
1640,1137,stable,Holy Name of Mar y St. Mar,ys,5.9,6.5
1567,1332,stable,Caradoc Central Mount Br,ydges,6.0,6.2
1640,1167,stable,Holy Family New,Hamburg,5.9,6.4
1567,1344,stable,Holy Family Thunder,Bay,6.0,6.2
1640,1180,stable,Pierre -Elliott-Trudeau,Nepean,5.9,6.4
1567,1354,stable,B irch Cliff S c,arborough,6.0,6.2
1640,1212,improving,St Johns,Burlington,5.9,6.4
1567,1380,stable,St R ita,Nepean,6.0,6.2
1640,1212,improving,St Sebastian,Mississauga,5.9,6.4
1567,1380,stable,Thorndale B,rampton,6.0,6.2
1640,1229,stable,Our Lady of Good Counsel,Ingleside,5.9,6.3
1567,1407,stable,Clearmeadow,Newmarket,6.0,6.1
1640,1229,stable,St Mar tin,Ennismore,5.9,6.3
1567,1407,stable,Ste -Jeanne - d'Arc,London,6.0,6.1
1640,1251,stable,Thomas D'Arc y McGee,Gloucester,5.9,6.3
1567,1452,stable,Anderdon,Amherstburg,6.0,6.1
1640,1280,stable,St Patrick B,urlington,5.9,6.3
1567,1452,stable,La S ource B,arrie,6.0,6.1
1640,1296,stable,Armadale,Markham,5.9,6.3
1567,1482,stable,Sir John A. Macdonald,Kingston,6.0,6.0
1640,1380,stable,Timberbank S c,arborough,5.9,6.2
1567,1496,stable,Sacred Hear t Niagara,Falls,6.0,6.0
1640,1421,stable,C R Gummow,Cobourg,5.9,6.1
1567,1515,stable,Emma King B,arrie,6.0,6.0
1640,1452,stable,B ridgepor t,Kitchener,5.9,6.1
1567,1524,stable,St John Vianney B,arrie,6.0,6.0
1640,1469,stable,Avon,Stratford,5.9,6.1
1567,1557,stable,D uffin's B ay,Ajax,6.0,5.9
1640,1482,stable,Immac ulate Conception,Peterborough,5.9,6.0
1567,1567,stable,Holy Rosar y B,urlington,6.0,5.9
1640,1496,stable,Leslieville,Toronto,5.9,6.0
1567,1597,stable,O rangeville O,rangeville,6.0,5.9
1640,1524,stable,Our Lady of Peace,Brampton,5.9,6.0
1567,1631,stable,G atestone Stoney,Creek,6.0,5.8
1640,1536,stable,Thousand Islands,Lansdowne,5.9,6.0
1567,1650,stable,B ath B,ath,6.0,5.8
1640,1586,stable,Lambton Central Centennial,Petrolia,5.9,5.9
1567,1650,stable,St J ude's,Ingersoll,6.0,5.8
1640,1609,stable,Farley Mowat,Nepean,5.9,5.8
1567,1675,stable,Marchmont O,rillia,6.0,5.8
1640,1635,stable,Alliston Union,Alliston,5.9,5.8
1567,1683,stable,S aint-M ichel New,Liskeard,6.0,5.7
1640,1650,stable,St Nicholas B,olton,5.9,5.8
1567,1706,stable,Crest view,Kitchener,6.0,5.7
1640,1706,stable,Le Coeur du Nord,Kapuskasing,5.9,5.7
1567,1720,stable,St Rose of Lima,Toronto,6.0,5.7
1640,1706,stable,Mount Pleasant Village B,rampton,5.9,5.7
1567,1722,stable,St Marguerite d'Youville,Whitby,6.0,5.7
1640,1774,stable,Central Manitoulin M,indemoya,5.9,5.6
1567,1731,stable,St M ichaels,Oakville,6.0,5.6
1640,1811,stable,Montague S miths,Falls,5.9,5.5
1567,1743,stable,Maitland R iver,Wingham,6.0,5.6
1640,1831,stable,S outh Crosby,Elgin,5.9,5.5
1567,1755,stable,AmherstView Amherst,view,6.0,5.6
1640,1894,stable,Lincoln Alexander,Hamilton,5.9,5.3
1567,1772,stable,St Anne,Peterborough,6.0,5.6
1640,1910,stable,St John Vianney,Toronto,5.9,5.3
1567,1783,stable,S ainte -Marie,Chatham,6.0,5.5
1640,1925,stable,John Mahood,Elmira,5.9,5.3
1567,1783,stable,Westmount Thunder B,ay,6.0,5.5
1640,1925,declining,Maple Grove,Barrie,5.9,5.3
1640,1940,stable,Pius XII S udbur,y,5.9,5.3
1703,1720,stable,Birch Cliff Heights,Toronto,5.8,5.7
1640,2044,stable,St Mar tin Thunder,Bay,5.9,5.1
1703,1755,stable,B lake Street,Toronto,5.8,5.6
1640,2065,stable,Central,Cambridge,5.9,5.0
1703,1755,stable,Forest View,Oshawa,5.8,5.6
1640,2087,declining,Queen Elizabeth,Peterborough,5.9,5.0
1703,1763,stable,St B onaventure B,rampton,5.8,5.6
1640,2098,declining,David Maxwell,Windsor,5.9,4.9
1703,1763,stable,St John the Evangelist,Weston,5.8,5.6
1640,2106,stable,W Sher wood Fox,London,5.9,4.9
1703,1783,stable,O M MacKillop Richmond,Hill,5.8,5.5
1640,2119,declining,St Francis of Assisi,Innisfil,5.9,4.9
1703,1803,declining,Mitchell Woods,Guelph,5.8,5.5
1640,2165,declining,Rainham Central Fisher,ville,5.9,4.8
1703,1811,stable,du S acré - Coeur,Welland,5.8,5.5
1640,2223,stable,Central Hastings,Madoc,5.9,4.7
1703,1831,stable,St Marguerite Bourgeoys,Brampton,5.8,5.5
1640,2369,stable,Lawfield,Hamilton,5.9,4.3
1703,1847,stable,St Paul's,Alliston,5.8,5.4
1640,2529,stable,G eneral B rock,Windsor,5.9,3.8
1703,1853,stable,St Mar y G raf,ton,5.8,5.4
1640,n/a,n/a,Cath. Saint-Albert,St.-Albert,5.9,n/a
1703,1882,declining,Harriett Todd,Orillia,5.8,5.3
1640,n/a,n/a,Catholique Notre-Dame,Kemptville,5.9,n/a
1703,1925,stable,St Elizabeth Thunder,Bay,5.8,5.3
1640,n/a,n/a,Huttonville,Huttonville,5.9,n/a
1703,1941,stable,Malvern,Toronto,5.8,5.3
1640,n/a,n/a,Paisley Central S,Paisley,5.9,n/a
1703,1973,declining,Boyne River,Alliston,5.8,5.2
1640,n/a,n/a,Pakenham,Pakenham,5.9,n/a
1703,1973,declining,Clear view Meadows,Stayner,5.8,5.2
1640,n/a,n/a,"Rockton ""Rockton,","Ontario""",5.9,n/a
1703,1982,stable,Caledon Central Caledon,Village,5.8,5.2
1640,n/a,n/a,St Josaphat Catholic S,Toronto,5.9,n/a
1703,2001,stable,B ay view M,idland,5.8,5.2
1640,n/a,n/a,Tribune Drive,Brampton,5.9,n/a
1703,2012,stable,St Luke,Hamilton,5.8,5.1
1703,222,improving,Beverly Glen,Scarborough,5.8,8.0
1703,2029,stable,St Peter O,rangeville,5.8,5.1
1703,461,improving,Altona Forest,Pickering,5.8,7.5
1703,2066,stable,Tec umseh B,urlington,5.8,5.0
1703,670,stable,Our Lady of Wisdom,Orleans,5.8,7.1
1703,2085,stable,S ilver S prings S c,arborough,5.8,5.0
1703,670,stable,St Margaret Mar y,Woodbridge,5.8,7.1
1703,2109,stable,Fred C Cook,Bradford,5.8,4.9
1703,832,stable,B ox wood,Markham,5.8,6.9
1703,2320,declining,Kingsway Park Thunder,Bay,5.8,4.4
1703,890,stable,Huron Street,Toronto,5.8,6.8
1703,2348,declining,Sir Ar thur Car ty,London,5.8,4.4
1703,962,stable,St Michael (Corker y),Carp,5.8,6.7
1703,n/a,n/a,Alexandra,Lindsay,5.8,n/a
1703,1011,improving,Marius-Barbeau,Ottawa,5.8,6.6
1703,n/a,n/a,Bluewater Coast,Hensall,5.8,n/a
1703,1137,stable,Murray Centennial,Trenton,5.8,6.5
1703,n/a,n/a,Central Perth,Sebringville,5.8,n/a
1703,1162,improving,Cathedrale,Kingston,5.8,6.4
1703,n/a,n/a,Our Lady of Fatima Elliot,Lake,5.8,n/a
1703,1167,improving,St John the Baptist,Hamilton,5.8,6.4
1703,n/a,n/a,Severn Avenue,Ottawa,5.8,n/a
1703,1180,stable,Treeline B,rampton,5.8,6.4
1703,n/a,n/a,St Patrick,Brantford,5.8,n/a
1703,1191,stable,Humewood,York,5.8,6.4
1703,n/a,n/a,St Paul,Toronto,5.8,n/a
1703,1191,improving,Stonecrest,Woodlawn,5.8,6.4
1703,n/a,n/a,St Theresa St.,Catharines,5.8,n/a
1703,1212,improving,Sunnybrae,Stroud,5.8,6.4
1703,n/a,n/a,Whitefish Valley Kakabeka,Falls,5.8,n/a
1703,1229,stable,St B enedic t,Toronto,5.8,6.3
1777,732,stable,Conestogo,Conestogo,5.7,7.0
1703,1251,stable,Dresden Area Central,Dresden,5.8,6.3
1777,903,improving,Kettleby,Kettleby,5.7,6.8
1703,1251,improving,Lorenville,Brampton,5.8,6.3
1777,1025,stable,Wheatley Area,Wheatley,5.7,6.6
1703,1280,stable,St Patrick's,Caledonia,5.8,6.3
1777,1031,stable,B alaclava,Freelton,5.7,6.6
1703,1311,stable,S aint-Jean-B osco,Caledon,5.8,6.3
1777,1049,stable,Forest Hill M,idhurst,5.7,6.6
1703,1344,stable,St Pio of Pietrelcina,Mississauga,5.8,6.2
1777,1091,stable,S outhwood Park,Ajax,5.7,6.5
1703,1354,stable,Lanor,Etobicoke,5.8,6.2
1777,1128,stable,St B arnabas,Toronto,5.7,6.5
1703,1372,stable,Cour tland Cour,tland,5.8,6.2
1777,1137,stable,Light of Christ,Aurora,5.7,6.5
1703,1380,stable,Alloa,Caledon,5.8,6.2
1777,1153,stable,Fairmount S c,arborough,5.7,6.4
1703,1380,stable,Dr S J Phillips,Oshawa,5.8,6.2
1777,1167,improving,Walter Zadow,Arnprior,5.7,6.4
1703,1421,stable,John XXIII,Kingston,5.8,6.1
1777,1191,stable,St Augustine O,ttawa,5.7,6.4
1703,1421,stable,Monsignor Castex M,idland,5.8,6.1
1777,1212,stable,St Wilfrid,Pickering,5.7,6.4
1703,1421,stable,St Catherine,Peterborough,5.8,6.1
1777,1229,stable,Holy Name,Toronto,5.7,6.3
1703,1437,stable,Alpine,Kitchener,5.8,6.1
1777,1229,stable,Stittsville,Stittsville,5.7,6.3
1703,1506,stable,D undas Central D,undas,5.8,6.0
1777,1311,stable,Corpus- Christi,Oshawa,5.7,6.3
1703,1506,stable,John Young K,anata,5.8,6.0
1777,1372,stable,Anne Frank,Maple,5.7,6.2
1703,1536,stable,Alexander Kuska KSG,Welland,5.8,6.0
1777,1372,improving,Ryerson Heights,Brantford,5.7,6.2
1703,1609,stable,William C. Winegard G,uelph,5.8,5.8
1777,1380,stable,R L Graham,Keswick,5.7,6.2
1703,1631,stable,G eorge Vanier G reater S udbur,y,5.8,5.8
1777,1380,stable,Sir Alber t Love,Oshawa,5.7,6.2
1703,1635,stable,B righton B,righton,5.8,5.8
1777,1402,stable,A V G raham Tec,umseh,5.7,6.2
1703,1635,stable,Laurier- Carrière,Nepean,5.8,5.8
1777,1407,stable,Monsignor O'D onoghue,Peterborough,5.7,6.1
1703,1650,stable,St Antoine Daniel,Toronto,5.8,5.8
1777,1407,stable,St G abriel,Cambridge,5.7,6.1
1703,1695,stable,M illbrook/S outh Cavan M,illbrook,5.8,5.7
1777,1421,stable,Académie de la Tamise,London,5.7,6.1
1777,1421,improving,Settler's Green,Mississauga,5.7,6.1
1850,994,stable,S aint-Noël- Chabanel,Cambridge,5.6,6.6
1777,1437,stable,Errol Road S,arnia,5.7,6.1
1850,1021,stable,Centennial Central,Comber,5.6,6.6
1777,1452,stable,Blessed John XXIII,Toronto,5.7,6.1
1850,1054,improving,Osgoode,Osgoode,5.6,6.6
1777,1464,stable,Lord Elgin,Ajax,5.7,6.1
1850,1070,improving,Palgrave,Palgrave,5.6,6.5
1777,1464,improving,Sunset Heights,Oshawa,5.7,6.1
1850,1097,stable,A J Baker,Kintore,5.6,6.5
1777,1536,stable,St Ann Thunder,Bay,5.7,6.0
1850,1111,improving,Perc y Centennial Warkwor,th,5.6,6.5
1777,1536,stable,St Theresa B,rantford,5.7,6.0
1850,1111,stable,Vincent Massey O,ttawa,5.6,6.5
1777,1536,stable,S ummerside O,ttawa,5.7,6.0
1850,1133,stable,St R ichard,Toronto,5.6,6.5
1777,1572,stable,M itchell Hepburn St.,Thomas,5.7,5.9
1850,1167,stable,Corpus Christi Thunder,Bay,5.6,6.4
1777,1586,stable,B ellmoore B,inbrook,5.7,5.9
1850,1180,stable,St Elizabeth Seton,Newmarket,5.6,6.4
1777,1586,stable,Cardinal-Léger,Kitchener,5.7,5.9
1850,1189,stable,Holy Angels,Toronto,5.6,6.4
1777,1597,stable,K awar tha Heights,Peterborough,5.7,5.9
1850,1191,improving,St Jerome,Toronto,5.6,6.4
1777,1624,stable,St Pius X Thunder,Bay,5.7,5.8
1850,1212,stable,St Fidelis,Toronto,5.6,6.4
1777,1635,stable,Holy J ubilee,Maple,5.7,5.8
1850,1226,improving,Our Lady of Fatima,Cambridge,5.6,6.4
1777,1650,stable,St. Daniel Comboni,Brampton,5.7,5.8
1850,1229,stable,O pen Roads D r,yden,5.6,6.3
1777,1699,stable,St John G,arson,5.7,5.7
1850,1251,stable,Sheppard,Kitchener,5.6,6.3
1777,1699,stable,Westmount,Kitchener,5.7,5.7
1850,1280,improving,de la Découver te,Cumberland,5.6,6.3
1777,1740,stable,Emily Carr,London,5.7,5.6
1850,1296,stable,St Francis of Assisi,Mississauga,5.6,6.3
1777,1743,stable,Walter G retzky B,rantford,5.7,5.6
1850,1311,stable,Pope Paul,Toronto,5.6,6.3
1777,1772,stable,Parkview,Windsor,5.7,5.6
1850,1344,improving,East Garafraxa Or,ton,5.6,6.2
1777,1811,stable,Forest G lade,Windsor,5.7,5.5
1850,1380,stable,S an Marco,Woodbridge,5.6,6.2
1777,1811,stable,S aint-René - G oupil G,uelph,5.7,5.5
1850,1407,improving,Marie-Tanguay,Cornwall,5.6,6.1
1777,1824,stable,Our Lady of Lourdes Sault Ste.,Marie,5.7,5.5
1850,1421,stable,Vincent Massey,Oshawa,5.6,6.1
1777,1824,stable,St. Luke,Lindsay,5.7,5.5
1850,1439,stable,Adjala Central,Loretto,5.6,6.1
1777,1831,stable,R A Riddell,Hamilton,5.7,5.5
1850,1439,stable,Christ The King M,ississauga,5.6,6.1
1777,1843,stable,St Anne B,rampton,5.7,5.4
1850,1439,stable,G oodwood G,oodwood,5.6,6.1
1777,1851,stable,Viscount Alexander O,ttawa,5.7,5.4
1850,1439,improving,Sainte-Lucie Long,Sault,5.6,6.1
1777,1867,stable,Alliance St-Joseph,Chelmsford,5.7,5.4
1850,1506,stable,R iverside,Elmira,5.6,6.0
1777,1882,stable,Heather Heights S c,arborough,5.7,5.3
1850,1596,stable,Warminster,Warminster,5.6,5.9
1777,1906,stable,St James,Windsor,5.7,5.3
1850,1597,stable,Huron Centennial B,rucefield,5.6,5.9
1777,1922,stable,Nor th Ward,Paris,5.7,5.3
1850,1607,stable,Cameron Street,Collingwood,5.6,5.9
1777,1983,declining,Riverside,Huntsville,5.7,5.2
1850,1624,stable,Prince Alber t Prince Alber,t,5.6,5.8
1777,2039,stable,Félix-R ic ard S udbur,y,5.7,5.1
1850,1624,stable,St Aidan,Toronto,5.6,5.8
1777,2092,stable,John M James,Bowmanville,5.7,5.0
1850,1686,stable,C E Broughton,Whitby,5.6,5.7
1777,2106,stable,D r Ross Tilley B,owmanville,5.7,4.9
1850,1695,stable,B ellwood,Whitby,5.6,5.7
1777,2109,stable,St-Joseph,Penetanguishene,5.7,4.9
1850,1722,stable,St J ude,Ajax,5.6,5.7
1777,2124,declining,Roxmore,Avonmore,5.7,4.9
1850,1731,stable,Lady Mackenzie,Kirkfield,5.6,5.6
1777,2167,stable,St Joseph G,uelph,5.7,4.8
1850,1755,stable,St Wilfrid,Toronto,5.6,5.6
1777,2183,stable,André - Car y K apusk,asing,5.7,4.8
1850,1763,stable,St Marcellus,Toronto,5.6,5.6
1777,2250,declining,Gordon McGregor,Windsor,5.7,4.6
1850,1783,stable,S outhview,Napanee,5.6,5.5
1777,2252,declining,Selby,Selby,5.7,4.6
1850,1803,stable,S aint-Jean- de -B rébeuf,London,5.6,5.5
1777,2285,stable,Fairpor t B each,Pickering,5.7,4.6
1850,1831,stable,The Stewar t Per,th,5.6,5.5
1777,2379,stable,Alexander Stirling S c,arborough,5.7,4.3
1850,1851,stable,B lair Road,Cambridge,5.6,5.4
1777,2392,stable,Kinnwood Central,Forest,5.7,4.2
1850,1900,stable,B racebridge B,racebridge,5.6,5.3
1777,2532,declining,Algonquin Avenue Thunder,Bay,5.7,3.7
1850,1983,stable,S pringbank,Woodstock,5.6,5.2
1777,2532,declining,Connaught,Collingwood,5.7,3.7
1850,2044,stable,Monsignor Lee O,rillia,5.6,5.1
1777,n/a,n/a,Abraar,Ottawa,5.7,n/a
1850,2106,stable,St Roch,Toronto,5.6,4.9
1777,n/a,n/a,Malala Yousafzai,Brampton,5.7,n/a
1850,2109,stable,St. Pius X,Brantford,5.6,4.9
1777,n/a,n/a,Oxford On Rideau PS Oxford,Mills,5.7,n/a
1850,2124,stable,Prince Charles,Trenton,5.6,4.9
1850,519,stable,Mount view,Hamilton,5.6,7.4
1850,2212,stable,St Ann's,Hamilton,5.6,4.7
1850,763,stable,D ivine Infant O,rleans,5.6,7.0
1850,2223,stable,S pringfield S,pringfield,5.6,4.7
1850,763,improving,St James,Tottenham,5.6,7.0
1850,2252,stable,St Nicholas of Bari,Toronto,5.6,4.6
1850,772,improving,Glen Morris Central Glen,Morris,5.6,7.0
1850,2333,stable,St Peter,Cambridge,5.6,4.4
