rank,last_rank,trend,name,city,rating,rating_5yr
2845,1524,improving,Monseigneur-Jamot,Peterborough,3.1,6.0
2781,2327,stable,St B rigid O,ttawa,3.4,4.4
2845,2277,improving,Immaculate Conception Val,Caron,3.1,4.6
2781,2327,improving,St Charles,Chelmsford,3.4,4.4
2845,2327,improving,Christ The King,Cambridge,3.1,4.4
2781,2357,improving,St Jane Frances Nor th,York,3.4,4.3
2845,2362,improving,Car twright Central,Blackstock,3.1,4.3
2781,2384,improving,Holland-Chatswor th Central Holland,Centre,3.4,4.3
2845,2362,improving,Manordale,Nepean,3.1,4.3
2781,2415,stable,Silver Birches Nor th,Bay,3.4,4.2
2845,2442,stable,B ayshore,Nepean,3.1,4.1
2781,2448,stable,B ay view Heights,Pickering,3.4,4.0
2845,2472,stable,W J Watson,Keswick,3.1,4.0
2781,2486,stable,La Source Moose,Creek,3.4,3.9
2845,2512,stable,Nottawasaga and Creemore,Creemore,3.1,3.8
2781,2511,stable,D'Arc y McG ee,Toronto,3.4,3.9
2845,2574,stable,Parkinson Centennial O,rangeville,3.1,3.5
2781,2522,stable,Nor theastern G,arson,3.4,3.8
2845,2608,stable,Por tage Trail Nor th,York,3.1,3.3
2781,2524,stable,Carleton Village,Toronto,3.4,3.8
2845,2617,stable,Mar y Street Community,Oshawa,3.1,3.2
2781,2568,stable,Thompson Creek D,unnville,3.4,3.6
2845,2629,stable,B ishop Townshend,London,3.1,3.1
2781,2579,stable,Commonwealth B,rockville,3.4,3.5
2845,2643,stable,Annandale,Tillsonburg,3.1,3.0
2781,2582,stable,Land of Lakes Burk's,Falls,3.4,3.5
2845,n/a,n/a,Willow Road,Guelph,3.1,n/a
2781,2599,stable,Lansdowne - Costain B,rantford,3.4,3.4
2845,n/a,n/a,École catholique St-Gérard,Timmins,3.1,n/a
2781,2623,stable,Central,Woodstock,3.4,3.2
2860,2109,improving,St Mark,Prescott,3.0,4.9
2781,2624,stable,Queen Elizabeth II,Sarnia,3.4,3.1
2860,2138,improving,Nor th Per th Westfield,Listowel,3.0,4.9
2781,2662,stable,Frank W B egley,Windsor,3.4,2.8
2860,2172,stable,Rober t B ateman O,ttawa,3.0,4.8
2860,2327,improving,Champlain Discover y,Pembroke,3.0,4.4
2913,n/a,n/a,Featherston Drive,Ottawa,2.6,n/a
2860,2362,stable,Cedar D rive S c,arborough,3.0,4.3
2913,n/a,n/a,Oliver M. Smith Kawenni:io,Ohsweken,2.6,n/a
2860,2448,stable,S aint-Vincent Nor th B,ay,3.0,4.0
2913,n/a,n/a,Sacred Heart,Midland,2.6,n/a
2860,2489,stable,St John Bosco Por t,Colborne,3.0,3.9
2925,2228,improving,Johnson-Tarbutt Central,Desbarats,2.5,4.7
2860,2519,improving,Morrisburg,Morrisburg,3.0,3.8
2925,2448,improving,Dorset Park,Scarborough,2.5,4.0
2860,2528,stable,River View Sault Ste.,Marie,3.0,3.8
2925,2560,stable,Straffordville,Straffordville,2.5,3.6
2860,2549,stable,S aint-Philippe G rande,Pointe,3.0,3.7
2925,2572,stable,King Edward,Kitchener,2.5,3.6
2860,2561,stable,Hillcrest,London,3.0,3.6
2925,2611,improving,Militar y Trail,Scarborough,2.5,3.3
2860,2593,stable,White Woods Sturgeon,Falls,3.0,3.4
2925,2657,stable,St Columba,Toronto,2.5,2.8
2860,2608,stable,David B ouchard,Oshawa,3.0,3.3
2925,2677,stable,Wilton G rove,London,2.5,2.6
2860,2666,stable,Ar thur Stringer,London,3.0,2.8
2925,2684,stable,Knollwood Park,London,2.5,2.5
2860,2708,stable,George L Armstrong,Hamilton,3.0,2.1
2925,n/a,n/a,C R Judd,Capreol,2.5,n/a
2860,n/a,n/a,Lambton Park,York,3.0,n/a
2925,n/a,n/a,La Pinède,Borden,2.5,n/a
2876,2039,improving,Buckhorn,Buckhorn,2.9,5.1
2925,n/a,n/a,St. Mary,Lindsay,2.5,n/a
2876,2105,stable,G reenholme,Etobicoke,2.9,4.9
2936,2574,stable,S acred Hear t,Cornwall,2.4,3.5
2876,2147,improving,Nor th Kipling,Etobicoke,2.9,4.8
2936,2614,stable,Rober t Moore For t,Frances,2.4,3.3
2876,2262,stable,St B arbara,Toronto,2.9,4.6
2936,2621,stable,Q ueen Elizabeth O,ttawa,2.4,3.2
2876,2514,stable,Edgewood S c,arborough,2.9,3.8
2936,2660,stable,Our Lady of Fatima,Belleville,2.4,2.8
2876,2546,improving,Queen Elizabeth,Oshawa,2.9,3.7
2936,2693,stable,Evergreen,Kenora,2.4,2.4
2876,2551,stable,St David S udbur,y,2.9,3.7
2936,2708,stable,D unlop O,ttawa,2.4,2.1
2876,2576,stable,Forest Cit y,London,2.9,3.5
2942,2234,stable,A ssumption,Aylmer,2.3,4.6
2876,2629,stable,Parkdale,Toronto,2.9,3.1
2942,2515,stable,Wellington,Prescott,2.3,3.8
2876,2641,stable,Evergreen Heights,Emsdale,2.9,3.0
2942,2626,stable,S undridge Centennial S,undridge,2.3,3.1
2876,n/a,n/a,King Albert,Lindsay,2.9,n/a
2942,2645,improving,Mattawa District,Mattawa,2.3,3.0
2876,n/a,n/a,Saint-Étienne,Dowling,2.9,n/a
2942,2654,stable,Prince Charles,London,2.3,2.9
2876,n/a,n/a,St Carthagh,Tweed,2.9,n/a
2942,2666,stable,Aldborough,Rodney,2.3,2.8
2876,n/a,n/a,St Francis de Sales Smiths,Falls,2.9,n/a
2942,2687,stable,St M ichael O,ttawa,2.3,2.5
2876,n/a,n/a,St Stephen's,Cayuga,2.9,n/a
2942,2693,stable,Aberdeen,London,2.3,2.4
2891,2272,improving,L'Envolée,Windsor,2.8,4.6
2942,2706,stable,High Park S,arnia,2.3,2.1
2891,2357,stable,S pruce R idge D,urham,2.8,4.3
2942,n/a,n/a,La Renaissance,Espanola,2.3,n/a
2891,2392,improving,Bellview,Brantford,2.8,4.2
2952,2344,improving,Otonabee Valley,Peterborough,2.2,4.4
2891,2428,improving,Pauline Johnson,Hamilton,2.8,4.1
2952,2529,stable,Nor thdale,Woodstock,2.2,3.8
2891,2485,stable,G alloway Road S c,arborough,2.8,3.9
2952,2588,stable,Pinecrest O,ttawa,2.2,3.4
2891,2489,improving,Normanby,Ayton,2.8,3.9
2952,2595,improving,Nouveau Regard - Pavillon,St-Joseph,,2.2
2891,2509,improving,Highview Pembroke,2.8,3.9,3.4
2891,2610,stable,Cedarbrae,Waterloo,2.8,3.3
2952,2626,stable,Prueter,Kitchener,2.2,3.1
2891,2618,stable,Golden Avenue South,Porcupine,2.8,3.2
2952,2652,stable,James Keating,Penetanguishene,2.2,2.9
2891,2651,stable,Charles H. Hulse,Ottawa,2.8,2.9
2952,2652,improving,Sainte-Catherine Pain Cour,t,2.2,2.9
2891,2670,stable,Eastdale,Woodstock,2.8,2.7
2952,2681,stable,H M Robbins Sault Ste.,Marie,2.2,2.6
2891,2673,stable,Lord Elgin,London,2.8,2.7
2952,2701,stable,Granite Ridge Sharbot,Lake,2.2,2.3
2891,2714,stable,Marmora,Marmora,2.8,2.0
2952,n/a,n/a,Cliffside,Scarborough,2.2,n/a
2891,n/a,n/a,Delaware Central,Delaware,2.8,n/a
2952,n/a,n/a,Sacred Heart,Batawa,2.2,n/a
2891,n/a,n/a,Roland Michener,Ajax,2.8,n/a
2963,2688,stable,B ishop Macdonell,Cornwall,2.1,2.5
2891,n/a,n/a,S Geiger,Massey,2.8,n/a
2963,2701,stable,Cathy Wever,Hamilton,2.1,2.3
2907,2587,stable,Havelock-B elmont,Havelock,2.7,3.5
2963,n/a,n/a,I.L. Thomas Odadrihonyanita,Ohsweken,2.1,n/a
2907,2633,improving,St Christopher St.,Catharines,2.7,3.1
2963,n/a,n/a,Lloyd S King,Hagersville,2.1,n/a
2907,2633,stable,Vic tor Lauriston,Chatham,2.7,3.1
2963,n/a,n/a,École Saint-Raymond Nor th,Bay,2.1,n/a
2907,2666,stable,Q ueen Vic toria,Hamilton,2.7,2.8
2963,n/a,n/a,ÉÉC Notre-Dame-de-la-Huronie,Collingwood,2.1,n/a
2907,2688,stable,B onaventure Meadows,London,2.7,2.5
2969,2409,stable,Kent,Campbellford,2.0,4.2
2907,n/a,n/a,Scarborough Village,Scarborough,2.7,n/a
2969,2561,stable,Nicholas Wilson,London,2.0,3.6
2913,2144,improving,Baxter Central Egber,t,2.6,4.9
2969,2583,improving,Sacred Hear t,Wingham,2.0,3.5
2913,2616,stable,P.E . McG ibbon S,arnia,2.6,3.3
2969,2650,stable,Mountain View G oulais R,iver,2.0,2.9
2913,2661,stable,Woodcrest,Oshawa,2.6,2.8
2969,2670,improving,Carleton Heights,Ottawa,2.0,2.7
2913,2679,stable,Chester Le S c,arborough,2.6,2.6
2969,2675,stable,A R Kaufman,Kitchener,2.0,2.6
2913,2681,stable,Forest Park St.,Thomas,2.6,2.6
2969,2712,stable,Lansdowne S,arnia,2.0,2.0
2913,2684,stable,Prince of Wales B,elleville,2.6,2.5
2969,2731,declining,Major Ballachey,Brantford,2.0,1.1
2913,2690,stable,Prince Charles,Verona,2.6,2.4
2969,n/a,n/a,J.C. Hill Elementar y,Ohsweken,2.0,n/a
2913,2723,stable,Duncan J Schoular Smiths,Falls,2.6,1.5
2969,n/a,n/a,Maple Grove,Lanark,2.0,n/a
2981,2421,stable,King G eorge VI,Kenora,1.9,4.1
3015,n/a,n/a,Holy Rosary,London,1.3,n/a
2981,2504,improving,Mason Road,Scarborough,1.9,3.9
3015,n/a,n/a,Notre-Dame-du-Rosaire,Crysler,1.3,n/a
2981,2637,stable,Queen Elizabeth II,Chatham,1.9,3.1
3015,n/a,n/a,St Gregor y Catholic,Cambridge,1.3,n/a
2981,2677,improving,River view Alternative,Ottawa,1.9,2.6
3021,2698,stable,G len Street,Oshawa,1.2,2.3
2981,2690,stable,Dr. J. Edgar Davey,Hamilton,1.9,2.4
3021,2715,stable,Willow Park S c,arborough,1.2,1.8
2981,2708,stable,Mornington Central,Newton,1.9,2.1
3021,n/a,n/a,Keewatin,Keewatin,1.2,n/a
2981,2723,stable,Pinecrest,Timmins,1.9,1.5
3024,2645,stable,Prince Charles B,rantford,1.1,3.0
2988,2537,stable,Regina Street O,ttawa,1.8,3.7
3024,2676,improving,Glen Cairn,London,1.1,2.6
2988,2544,improving,Jersey,Keswick,1.8,3.7
3024,2693,stable,Parkland Sault Ste.,Marie,1.1,2.4
2988,2635,improving,Grenoble,Toronto,1.8,3.1
3024,2711,improving,Eastview,Scarborough,1.1,2.0
2988,2728,stable,Queen Mar y Street,Ottawa,1.8,1.2
3024,2720,stable,Kiwedin Sault Ste.,Marie,1.1,1.7
2988,n/a,n/a,Levack PS,Levack,1.8,n/a
3024,2729,stable,Hawthorne O,ttawa,1.1,1.2
2993,2502,stable,B osanquet Central,Thedford,1.7,3.9
3024,2732,stable,Houghton,Langton,1.1,0.8
2993,2604,improving,Ashley Oaks,London,1.7,3.3
3031,2684,improving,Grandview,Brantford,0.9,2.5
2993,2715,stable,Molly B rant,Kingston,1.7,1.8
3031,2697,stable,St. Francis of Assisi,Kingston,0.9,2.3
2993,2719,stable,St Peter's Parr y,Sound,1.7,1.7
3031,n/a,n/a,Mother St Bride Nor th,Bay,0.9,n/a
2993,n/a,n/a,Armstrong,Armstrong,1.7,n/a
3031,n/a,n/a,St Hedwig,Oshawa,0.9,n/a
2993,n/a,n/a,Central,Brantford,1.7,n/a
3031,n/a,n/a,Trafalgar Public,London,0.9,n/a
2999,2176,improving,Marguerite-Bourgeois,Borden,1.6,4.8
3036,2681,stable,Rober t E Wilson,Vanier,0.8,2.6
2999,2415,improving,Roselands,York,1.6,4.2
3036,n/a,n/a,Emily C. General S,Ohsweken,0.8,n/a
2999,2539,stable,Nelson Mandela Park,Toronto,1.6,3.7
3036,n/a,n/a,Iroquois Falls Iroquois,Falls,0.8,n/a
2999,n/a,n/a,St Bernadette,London,1.6,n/a
3039,2713,stable,Trent R iver,Trenton,0.7,2.0
3003,2066,stable,St Peter,Woodbridge,1.5,5.0
3039,n/a,n/a,Aileen Wright English,Cochrane,0.7,n/a
3003,2618,stable,Metc alfe Metc,alfe,1.5,3.2
3039,n/a,n/a,École Sép Sainte-Anne,Mattawa,0.7,n/a
3003,2690,stable,G eneral Mercer,Toronto,1.5,2.4
3042,2730,stable,G raham B ell-Vic toria B,rantford,0.6,1.1
3003,2696,stable,Sioux Mountain Sioux,Lookout,1.5,2.4
3043,2725,stable,S chumacher S,chumacher,0.5,1.4
3003,2704,stable,B lossom Park G,loucester,1.5,2.3
3044,2721,stable,Vic toria,London,0.4,1.5
3003,2727,stable,A ssomption Kirkland,Lake,1.5,1.3
3045,2733,stable,John Graves Simcoe,Kingston,0.3,0.5
3009,2361,improving,Pinewood Sault Ste.,Marie,1.4,4.3
3046,n/a,n/a,Diamond Jubilee,Kapuskasing,0.1,n/a
3009,2448,improving,Saint-Joseph,Wawa,1.4,4.0
3047,2717,stable,Princess Elizabeth B,rantford,0.0,1.8
3009,2657,stable,S anta Maria,Toronto,1.4,2.8
3047,2722,stable,Federal Kirkland,Lake,0.0,1.5
3009,2666,improving,East View Sault Ste.,Marie,1.4,2.8
3047,2726,stable,R ideau Heights,Kingston,0.0,1.3
3009,2717,stable,C C Carrothers,London,1.4,1.8
3047,2734,stable,M inistik Moose Fac tor,y,0.0,0.3
3009,n/a,n/a,Warsaw,Warsaw,1.4,n/a
3047,n/a,n/a,Centennial-Grand Woodlands,Brantford,0.0,n/a
3015,2167,stable,A J Charbonneau,Arnprior,1.3,4.8
3047,n/a,n/a,Holy Saviour,Marathon,0.0,n/a
3015,2618,improving,Notre-Dame,Hanmer,1.3,3.2
